feature,importance
cat__health_daily_patients_More than 200,0.00015206595475559346
num__additional_treatment,0.0001489586749955864
"cat__school_water_challenges_Long queues, Water is expensive, Poor water quality, Limited storage facilities",0.0001439684368645832
cat__distance_to_water_source_Not far ,0.0001429376442994644
cat__age_group_35-44,0.00014107303158257593
cat__school_hours_water_available_6-12 hours,0.0001387189364753173
cat__primary_income_Salaried job,0.00013754652331125747
num__equitable_access,0.0001370860499182391
"cat__additional_information_In some parts of Juba; particularly sherikat where I reside and some other parts that I have never been, people still depend on the Nile River for daily water use, which exposes them to unsafe water sources. Efforts to improve water infrastructure should also focus on educating the community about safe storage and treatment methods at home. With the right investment and community involvement, it is possible to make safe drinking water accessible and affordable for everyone in Juba.
",0.0001340931288840887
cat__health_water_reliability_Unreliable,0.00013326468845224166
cat__school_water_challenges_Water is far from classrooms,0.0001307257536348049
num__pipes,0.00012973342551506046
cat__additional_information_Establishing urban water body that will be in charge of water management ,0.00012927259140301244
"cat__school_water_challenges_Water is expensive, Water is far from classrooms, Limited storage facilities",0.00012518159298210074
cat__community_water_suggestions_Installation of pipeline to each every individual home ,0.00012461945770843031
cat__shortage_reason_Poor water quality,0.00011722754649074157
num__education,0.00011508932414762768
"cat__health_sanitation_management_Alternative water sources used (tankers, boreholes, wells)",0.00011279721277456904
cat__primary_income_Casual labour,0.00011217813848911272
cat__health_staff_count_20-50,0.00011170149989366766
cat__additional_information_Improving roads for easy transportation of water,0.00010817886994675112
num__health_hygiene_problems_numeric,0.00010627928662153832
"cat__school_water_challenges_Long queues, Water is expensive, Limited storage facilities",0.00010582412711670564
num__boreholes.1,0.00010182605620917217
num__education.1,0.00010062722316108657
cat__distance_to_water_source_100-500m,9.940647713293614e-05
"cat__shortage_reason_High cost of water, Long distance to water source",9.88508114178267e-05
cat__school_water_challenges_Long queues,9.869762761484461e-05
num__access.1,9.790612623752004e-05
cat__school_affiliation_Yes,9.398819142815864e-05
cat__main_drinking_water_Protected well,9.116460535861503e-05
cat__litres_per_person_per_day_more than 120,8.736492157555342e-05
cat__health_facility_typehealth_facility_type_Clinic,8.392660384351804e-05
cat__school_type_University/College,8.374471240107137e-05
cat__shortage_reason_Seasonal scarcity,8.254610226744253e-05
cat__primary_income_To have it today maybe tomorrow No,8.067891127096536e-05
num__treatment.1,8.011955261421136e-05
"cat__school_student_population_More than 2,000",7.998864154480687e-05
cat__school_ownership_Public,7.951344667100592e-05
cat__school_has_handwashing_facilities_1,7.696630115469196e-05
cat__health_toilet_closures_No,7.633129452434464e-05
cat__school_water_source_Not Applicable,7.54340306207461e-05
num__access,7.309942919562255e-05
"cat__school_water_challenges_Poor water quality, Limited storage facilities",7.254220431264108e-05
cat__household_head_education_No formal education,7.107863273524706e-05
cat__distance_to_water_source_Rain water,7.024446774207654e-05
cat__school_ownership_Community-based,6.919756508729019e-05
cat__primary_income_Farming,6.703016530117196e-05
num__boreholes,6.584123544255367e-05
cat__additional_information_Factory that can produce safe and clean water to our community ,6.515179446946172e-05
"cat__community_water_suggestions_As a South Sudanese who is concerned about the well-being of our communities. I suggest access to safe drinking water in Juba. Is expanding and upgrading water infrastructure,  specially in undeserved area. Increase investment in boreholes, water treatment plants, and rainwater harvesting system. Promote community education on water safety and hygiene. Strengthen government and NGOs partnership to ensure consistent funding and sustainable management of water resources. ",6.35187041106312e-05
cat__community_water_challenges_Poor water quality ,6.337073641637308e-05
cat__school_water_challenges_There was no challenge because what is available always. ,6.15946497096601e-05
"cat__school_water_challenges_Water is expensive, Poor water quality, Limited storage facilities",5.9937845636854634e-05
cat__distance_to_water_source_We use water tank ,5.9845452986305876e-05
cat__school_role_Administrator,5.927554029241962e-05
cat__health_affiliation_Yes,5.712981843753486e-05
cat__health_daily_patients_Less than 50,5.653318140521814e-05
cat__additional_information_Na,5.5729775944333846e-05
cat__health_daily_patients_101-200,5.546468010477501e-05
cat__bathing_frequency_Twice per day,5.4973927835017195e-05
cat__school_sleep_without_bathing_frequency_A few times per month,5.4904233320756367e-05
cat__role_in_household_Spouse,5.361753643541773e-05
"cat__additional_information_It means people can easily reach and afford safe drinking waterwithout traveling long distances or spending excessive time collecting it.
",5.254017843004232e-05
cat__community_water_suggestions_Make piped cheap water available,5.047376196434458e-05
cat__school_drinking_frequency_Rarely,5.0171639393699754e-05
cat__school_drinking_frequency_More than 3 times,4.883377231661148e-05
"cat__community_water_challenges_Well, the quality of water and high cost are major concerns in my community.",4.8674265623236475e-05
cat__community_water_challenges_Costly,4.815168567247443e-05
"cat__school_student_population_1,001-2,000",4.809558455554213e-05
cat__school_ownership_NGO-supported,4.795118427610281e-05
cat__main_drinking_water_River/Lake,4.7941879281268524e-05
"cat__shortage_reason_High cost of water, Limited daily supply, Seasonal scarcity",4.663052748092821e-05
cat__community_water_challenges_Limited resources for transportation ,4.470862949743423e-05
cat__distance_to_water_source_500m-1km,4.383830789340031e-05
cat__community_water_challenges_Lack of adequate water supply and treatment ,4.270373253196131e-05
cat__school_affiliation_No,4.2317245317610784e-05
"cat__school_water_challenges_Water is far from classrooms, Limited storage facilities",4.221875975965139e-05
cat__shortage_reason_Long distance to water source,4.081229055745905e-05
cat__role_in_household_Tenant,4.069735380728541e-05
cat__primary_income_Remittances,4.03501463795824e-05
cat__school_handwashing_frequency_2-3 times,4.0333703972544444e-05
cat__bathing_frequency_Once per day,4.0305433467892176e-05
num__additional_treatment.1,3.96363349525544e-05
cat__health_facility_ownership_NGO-supported,3.765542750667851e-05
"cat__additional_information_I am very happy for this project survey,
I hope it will improve water accessibility to the community. ",3.6688330824801315e-05
cat__school_student_population_Less than 500,3.653248289017021e-05
num__additional_education,3.635926160289295e-05
cat__additional_information_Construct pipe water.,3.600821288822916e-05
cat__gender_Male,3.599939298974267e-05
cat__additional_information_In our area is a bit OK but in most area water is too expensive to buy. ,3.556971962232132e-05
cat__shortage_reason_Water is life regardless of the cost,3.5337547466216936e-05
cat__community_water_suggestions_Provide of quality and equitable water for all. ,3.475892304091018e-05
num__treatment,3.447653424753683e-05
cat__school_handwashing_frequency_More than 3 times,3.364954879286274e-05
cat__community_water_suggestions_connecting drinking water to the residential areas and lower the prices.,3.354643709361146e-05
cat__school_water_challenges_Poor water quality,3.346349522250841e-05
cat__health_hygiene_problems_significantly,3.3124707258691564e-05
cat__community_water_challenges_Lacks of financial services ,3.302090505990173e-05
cat__health_facility_ownership_Private,3.244693375852969e-05
cat__community_water_suggestions_Is there any improvement for water supply in Juba? ,3.180629769829039e-05
cat__school_water_challenges_Water is expensive,3.1436823883420534e-05
cat__community_water_suggestions_Provision of water chains supply ,3.099294615778141e-05
num__health_service_disruptions_numeric,3.063658578043227e-05
cat__primary_income_Student,2.9120318857641197e-05
cat__school_drinking_frequency_Once,2.899009367185627e-05
cat__school_sleep_without_bathing_No,2.8772236689315715e-05
cat__community_water_suggestions_Introducing pipeline water,2.8660881692069127e-05
cat__community_water_challenges_poor water quality,2.861131487723752e-05
cat__school_drinking_frequency_2-3 times,2.813380381281677e-05
cat__school_hours_water_available_Less than 2 hours,2.800186451625108e-05
cat__community_water_challenges_lack of good water treatment plant,2.7626418941795598e-05
cat__school_type_Not Applicable,2.737400408007063e-05
cat__additional_information_It is good to address the issues of water so that it can reduce high risk of water borne diseases ,2.5894014326208822e-05
"cat__community_water_challenges_The main challenge in Juba, South Sudan, is that there is no proper availability of water facilities, which makes it difficult for residents to clean drinking water in times of need.",2.5855221854970903e-05
cat__community_water_suggestions_Pipe system should be introduced such that the used of water tank should be dissolved. ,2.5730797633865972e-05
cat__school_staff_population_50-100,2.5494005023133876e-05
cat__community_water_suggestions_Add more pipes to provide safe water use ,2.4913636697440396e-05
cat__school_water_source_Buying bottle water ,2.4737452963273668e-05
"cat__additional_information_Incase piped water is introduced, the price should be affordable to all families.",2.4493176823649406e-05
cat__community_water_suggestions_Pipe ,2.4266467813575944e-05
num__school_sleep_without_bathing_numeric,2.4204531613434227e-05
cat__community_water_suggestions_Extension of piped water to far areas.,2.3614181680907438e-05
cat__community_water_suggestions_Provisions of more borehole ,2.2973275281887395e-05
cat__school_handwashing_frequency_Rarely,2.2583244110351904e-05
num__additional_infrastructure,2.195607295711814e-05
cat__community_water_suggestions_Poor road network ,2.1835789832703527e-05
"cat__community_water_challenges_Lack of money to buy 
Lack of storage facilities ",2.1775357214184692e-05
"cat__shortage_reason_High cost of water, Limited daily supply, Long distance to water source, Seasonal scarcity",2.168405943537416e-05
cat__community_water_challenges_High cost,2.1555720716953087e-05
cat__community_water_challenges_Cost of water and road problems ,2.078216166589589e-05
num__additional_infrastructure.1,1.9314422034585412e-05
cat__community_water_suggestions_Development of water sources.,1.8162343259423754e-05
cat__community_water_suggestions_Government should provide clean pipes water to every family ,1.8116569417145116e-05
cat__community_water_challenges_High cost and limited availability,1.809947269568952e-05
"cat__shortage_reason_High cost of water, Limited daily supply, Poor water quality, Seasonal scarcity",1.8066483146806464e-05
"cat__school_water_challenges_Long queues, Water is expensive, Water is far from classrooms, Poor water quality, Limited storage facilities",1.7871659999513723e-05
cat__community_water_suggestions_The uses of pipeline for urban water ,1.7683314238939936e-05
"cat__health_services_affected_Patient hygiene (washing, bathing), Cleaning & sanitation",1.7356338767581503e-05
cat__school_ownership_Private,1.7083140966128855e-05
cat__community_water_challenges_The water is too expensive ,1.660292549444765e-05
cat__community_water_challenges_Poor roads that prevent the water tank to come to our area,1.6115736639529388e-05
cat__health_facility_ownership_Public/Government,1.5959383673135205e-05
cat__school_water_source_Water tank,1.5574382366917233e-05
cat__health_staff_count_More than 100,1.535445376427359e-05
"cat__school_water_challenges_Long queues, In case of teachers' water, it's a delay due from the administration not paying as quickly as possible. For the case of students, of course long queues because the borehole is one. ",1.4843567360427823e-05
cat__community_water_suggestions_Fresh water body is running through the town . What is required is creating water infrastructure across the town to have pipe at ever building.,1.4663361157860293e-05
"cat__community_water_challenges_It's unhealthy environment 
It's absence of sanitation schedule 
",1.3451283421159933e-05
cat__shortage_reason_Limited daily supply,1.3174605910468938e-05
cat__community_water_challenges_Poor road for water tank to reach our location made water expensive in our area ,1.3064951695866484e-05
cat__distance_to_water_source_About 2.5 km,1.2505550723237924e-05
cat__primary_income_Hustling ,1.2422328687801564e-05
cat__health_service_disruptions_frequently,1.2398057802012617e-05
cat__bathing_frequency_Not every day / irregular,1.232543693203754e-05
cat__community_water_challenges_Limited of water supply ,1.223369703036217e-05
cat__community_water_suggestions_Construction of safe water supply ,1.2163470326014595e-05
cat__health_facility_typehealth_facility_type_Veterinarian ( Animals health worker),1.203180597025857e-05
cat__school_handwashing_frequency_Once,1.1926497124787818e-05
cat__additional_information_Government should take it as priority ,1.1856425007780195e-05
"cat__community_water_suggestions_Construction of boreholes 
Putting chlorine in water ",1.172250469229709e-05
cat__health_staff_count_51-100,1.1567964883976965e-05
cat__main_drinking_water_Borehole,1.1362223602133812e-05
cat__community_water_challenges_Over crowding ,1.0878962168993545e-05
cat__community_water_challenges_The cost of buying is high,1.074165885215782e-05
"cat__health_services_affected_Surgery & operations, Maternity services, Patient hygiene (washing, bathing), Laboratory services, Cleaning & sanitation",1.0731773849135624e-05
cat__community_water_challenges_Unsafe drinking water ,1.071329117352299e-05
cat__community_water_challenges_Poor quality of water ,9.986810536562053e-06
cat__school_sleep_without_bathing_frequency_A few times per week,9.841344807294512e-06
num__more_taps,9.711588817263513e-06
"cat__shortage_reason_High cost of water, Seasonal scarcity",9.672813234842216e-06
cat__community_water_challenges_Water by tankers are costly and doubted level of hygiene ,9.633779761349063e-06
"cat__shortage_reason_High cost of water, Long distance to water source, Poor water quality",9.534578784907754e-06
num__additional_boreholes,9.45756353865496e-06
cat__school_has_handwashing_facilities_none,9.299619749503875e-06
num__health_toilet_closures_numeric,9.272467724652986e-06
cat__community_water_suggestions_More tanks ,9.017247034648504e-06
cat__community_water_suggestions_Connecting piped water to ever household with low cost ,8.999290213809691e-06
cat__additional_information_No ,8.656767174998387e-06
cat__community_water_suggestions_There should be a government control water storage facility with Pipelines connected to all the local residents and other public facilities. ,8.637896170387906e-06
cat__distance_to_water_source_Not applicable ,8.593494426294318e-06
cat__school_role_Teacher,8.48150101288345e-06
num__additional_education.1,8.434493201101552e-06
cat__community_water_suggestions_Building a Pipelines from the Nile to connect all the houses in Juba,8.292810989933282e-06
cat__additional_information_ Purification is poorly done,8.243168627562606e-06
cat__community_water_suggestions_Pipe line inform of water supply system should be imitated ,8.147145192221617e-06
cat__main_drinking_water_Water Tank,8.142852543743492e-06
cat__health_affiliation_No,7.686537822949542e-06
"cat__community_water_challenges_In my community, safe drinking water is hard to get because of old pipes, contamination, and long distances to water points. Sometimes, water is too expensive or unavailable.",7.660044421076614e-06
"cat__shortage_reason_Long distance to water source, Seasonal scarcity",7.606915091636911e-06
cat__health_services_affected_Cleaning & sanitation,7.178445316906387e-06
cat__community_water_suggestions_My own suggestion would be building of more taps ,7.150478825643128e-06
cat__community_water_challenges_Water shortages ,6.839265995283089e-06
cat__community_water_challenges_Dirty water,6.683585470995559e-06
"cat__community_water_suggestions_I'm just a citizen with idea but if the idea is seconded by individuals who are willing to serve the nation, then anything is possible to be done.",6.653677140401828e-06
cat__health_shortage_coping_Reduce services provided,6.613308144846476e-06
cat__community_water_suggestions_Setting up water supply systems ,6.596804319707686e-06
cat__health_water_reliability_Moderately reliable,6.569144818426515e-06
cat__school_sleep_without_bathing_Yes,6.554462719188536e-06
cat__community_water_suggestions_Reducing the prices and improving infrastructures in order to ease the movement of the water tanks and the people hence the cost won't be too high. ,6.473281791883063e-06
cat__school_equitable_access_Maybe,6.3928772532242755e-06
"cat__community_water_challenges_Lack of water reservoir and treatment facilities or plans. 
The government haven't connected the pipeline water which would have played vital roles in distrusting clean drinking water to the local population.",6.373912294357572e-06
num__additional_access,6.349704077115527e-06
cat__community_water_challenges_Lack of money ,6.30748507286988e-06
"cat__community_water_suggestions_To improve access in Juba, the government and NGOs should repair broken systems, build more boreholes, and provide affordable clean water.",6.1464330524657396e-06
num__additional_access.1,6.102821071031368e-06
cat__community_water_suggestions_Provide more clean and quality water sources,5.966295725467739e-06
"cat__community_water_suggestions_Legal bodies concerned with water should ensure pipe water reaches every residential area as well as regulating prices.
Roads should be maintained in good conditions to make easy access for water trucks.
",5.87489642047912e-06
"cat__community_water_challenges_Some time the water tank driver may not come on time, you call him several times to deliver water to your area.",5.8711196058267764e-06
"cat__community_water_challenges_Long distance, dirty water and expensive I'm terms of payment ",5.774545688844857e-06
cat__community_water_suggestions_Drill numerous boreholes ,5.530208209358398e-06
cat__community_water_suggestions_I looking  peace should be first and then the water and the other  should be narmol  thank,5.40658412715e-06
"cat__community_water_challenges_None of home activities can be carried out like accessibility to Toilet, washing of Clothes and many others that needs water besides drinking. ",5.3820391443745326e-06
cat__community_water_suggestions_Connecting water through pipes around Juba ,5.224986147404154e-06
cat__health_services_affected_Maternity services,5.2068695484456055e-06
"cat__community_water_challenges_Water shortage,poor quality ",5.135461246410255e-06
cat__health_staff_count_Less than 20,5.097579218269938e-06
cat__community_water_challenges_Water is expensive and it sometimes can't be free from contaminations. ,5.027377765792821e-06
cat__health_shortage_frequency_Rarely,4.991120567707e-06
cat__community_water_suggestions_I think government should see the solution of this problem ,4.97246913122757e-06
"cat__school_water_challenges_Long queues, Water is expensive, Water is far from classrooms, Limited storage facilities",4.969023683904969e-06
cat__community_water_challenges_Clean water,4.813867087783996e-06
cat__community_water_suggestions_Piped water in households,4.812284189599154e-06
cat__health_service_disruptions_occasionally,4.77812645779221e-06
cat__community_water_suggestions_Improve hygiene at the river side when fetching water ,4.736297167472059e-06
cat__community_water_challenges_Bad roads ,4.728410516755395e-06
cat__health_facility_typehealth_facility_type_Health Center,4.716522439198441e-06
"cat__community_water_suggestions_Cleaning water source
Provide water safety education ",4.65705415186049e-06
"cat__community_water_challenges_Suri-Kachipo tribe still depending on streams and rivers water as no schools, no hospitals and no clean water ",4.48785496373601e-06
cat__health_sanitation_management_Cleaning reduced/irregular,4.472098381674788e-06
cat__community_water_challenges_High cost of water,4.389111273229847e-06
cat__community_water_challenges_Water ,4.308826716072442e-06
cat__community_water_suggestions_Government should need to extend the water sources to unreached areas to support those who can't make it to get water from long distance like from riverside.,4.2521454537522635e-06
cat__health_water_source_Borehole/well,4.202942613312265e-06
cat__community_water_challenges_Expensive cost of water and the fact that water is being sold by foreigners is the main challenge facing my community particularly in Juba. Foreigners may decide to go on a holidaytwo or three days. This leads to water shortages across the city.,4.1641981821014265e-06
"cat__school_water_challenges_Long queues, Poor water quality",4.025367937215493e-06
cat__community_water_challenges_No money ,3.9898138707280376e-06
cat__shortage_reason_High cost of water,3.98683621278841e-06
cat__health_facility_typehealth_facility_type_Pharmacy,3.904120991490574e-06
cat__community_water_challenges_Distance and low quality of drinking water.,3.810823886212722e-06
cat__community_water_suggestions_Water pipe reach every household ,3.793405477111082e-06
cat__health_handwashing_impact_Sometimes affected,3.639035015105652e-06
cat__community_water_suggestions_Government should be leading in that.,3.6105633984185467e-06
cat__community_water_suggestions_Using solar system to supply every household with tap water ,3.5744962836192607e-06
cat__school_staff_population_101-200,3.476003165128612e-06
cat__community_water_suggestions_Build more storage facilities ,3.4252642983483647e-06
cat__additional_information_Government should make sure water provided for the people is safe and treated from other diseases ,3.186912264822307e-06
"cat__shortage_reason_High cost of water, Limited daily supply, Long distance to water source, Poor water quality, Seasonal scarcity",3.107736211491088e-06
cat__additional_information_Ministry of water distribution systems should have to take into consideration the issues of water in the country ,3.0495152609345057e-06
cat__community_water_suggestions_More tapes to be provided and proper treatment of water ,3.0137348463806435e-06
cat__school_handwashing_frequency_never,2.981417271520793e-06
cat__community_water_suggestions_To buy at cheap price ,2.9768008114087676e-06
cat__community_water_suggestions_Planting of water pipes in all households with a major source to supply purified water. ,2.965630514458541e-06
cat__community_water_suggestions_I suggest that the government to build more facilities. ,2.876425150213787e-06
cat__shortage_reason_Road problems during rainy season.,2.7003459090794947e-06
num__additional_pipes.1,2.645416815446733e-06
"cat__school_water_challenges_Long queues, Water is far from classrooms, Poor water quality",2.593861212297327e-06
num__additional_pipes,2.5925402975924717e-06
cat__community_water_challenges_I face assesibilit very too much ,2.5918953762946166e-06
cat__school_equitable_access_No,2.566851174130263e-06
cat__community_water_challenges_Shortage of supply on weekends ,2.514369189981916e-06
cat__additional_information_Connection of pipelines will not only help people from rocky areas where wall and boreholes are hard to construct but would solve the problem of water tanks' accident.. ,2.446011999098902e-06
cat__health_handwashing_impact_Rarely affected,2.403866941723841e-06
"cat__community_water_suggestions_My suggestion is, I need government facilities to bring factories for water that will boil water such that all people in the community will drink safe water.",2.369434492898351e-06
"cat__community_water_challenges_Shortage of water for drinking 
Poor management of water access 
Number of people who need clean water",2.369233108222716e-06
num__additional_quality,2.3657251488987204e-06
cat__community_water_challenges_High cost ,2.3475870067983682e-06
cat__community_water_suggestions_Underground water channel ,2.205942132570659e-06
num__health_water_reliability_numeric,2.1355094170335797e-06
cat__community_water_suggestions_It's advisable to build underground water pipes which will be able to distributes water ?? from house to house ,2.1320146473629443e-06
cat__role_in_household_Sister ,2.1249511624984358e-06
"cat__community_water_challenges_Lots of challenges are facing us, ranging from frequently falling ill from lack of proper sanitation services to major ones like closure of community facilities such as schools, reduced service in health facilities.
More often food production and consumption reduces too.
",2.067378182984422e-06
"cat__additional_information_Improvement of water treatment.
",2.047839549033894e-06
cat__distance_to_water_source_Less than 100m,2.0413540746922856e-06
"cat__community_water_challenges_Poor transport system. 
Expensive ",1.984516508725176e-06
"cat__community_water_challenges_High Cost of safe water
Limited supply per day",1.980787843386054e-06
